LocName,LocatieLocalitate,LocatieDescriere
471. Parcul Elena Sturdza,Dobârceni BT,"La sfârșitul secolului al IX-lea una dintre moșiile mari ale comunei Dobârceni a intrat în stăpânirea familiei Sturdza. Elena Sturdza una din personalitățile vremii s-a implicat puternic în dezvoltarea satului construind pe cheltuiala sa primul local de școală - mai este și astăzi în folosință. Vechea curte domnească a conacului se afla pe locul actualului parc comunal și pentru a păstra memoria Elenei Sturdza parcul îi poartă astăzi numele. Din păcate conacul nu s-a păstrat până în zilele noastre.
Obiectiv propus de Victor Perdevara!"
472. Parcul Naţional Buila Vânturariţa,Horezu VL,"Masivul Buila-Vânturariţa este situat în partea central-nordică a Judeţului Vâlcea şi face parte din Munţii Căpăţânii. Masivul iese în evidenţă faţă de lanţul principal al acestora atât prin dispunere cât şi prin constituţie şi relief. Creasta principală a Munţilor Căpăţânii constituită preponderent din şisturi cristaline are o dispunere est-vest cu creste secundare înspre nord şi sud. Excepţie fac două masive calcaroase ale căror creste principale sunt dispuse pe direcţia SV-NE: Masivul Târnovu în nord-vest şi Masivul Buila-Vânturariţa în sud-est. Parcul Naţional Buila-Vânturariţa are 6 puncte de intrare: 3 în Comuna Costeşti – unul pe Valea Bistriţa şi două pe Valea Costeşti: Bistriţa Pietreni-Prislop şi Pietreni-Valea Morii; 1 în Comuna Bărbăteşti pe Valea Otăsăului; 1 în Satul Cheia pe Valea Cheia; 1 în Oraşul Băile Olăneşti pe Valea Olăneşti. Accesul se poate face fie pe drumul naţional 67 Rm. Vâlcea-Târgu Jiu fie pe drumul judeţean Rm. Vâlcea-Băile Olăneşti. Întreaga reţea hidrografică a Masivului Buila-Vânturariţa este tributară Râului Olt prin afluenţi direcţi sau indirecţi de dreapta ai acestuia cu o direcţie de curs în linii mari de la nord la sud. Principalele râuri care curg în masiv sunt de la sud-vest la nord-est: Bistriţa Costeşti Otăsău Cheia Olăneşti. La capitolul lacuri şi acumulări de apă masivul este sărac fiind prezente doar câteva mici lacuri: cele antropice din Pietreni generate de alunecarea stratelor pe care s-a depus halda de steril de la cariera Bistriţa două mici iazuri (topliţe) pe Cheile Bistriţei şi câteva mici tăuri în dolinele din zona Muntelui Piatra care în verile secetoase seacă aproape complet. În schimb apele subterane au fost foarte active generând numeroase fenomene endocarstice reprezentate prin peste 100 peşteri la care se adaugă numeroase fenomene exocarstice. Sunt prezente numeroase surse de apă de tipul izbucurilor dintre care cel al Izvorului Frumos de lânga Schitul Pahomie este cel mai important. Altele mai mici se găsesc la nord de Curmătura Builei (La Troiţă) Poiana Scărişoara Poiana Pătrunsa Bistriţa.
Taxă de intrare: 5 lei/adult (valabilitate 7 zile)."
473. Parcul Naţional Retezat,Cârnic HD,"Retezatul este cel mai complex și mai grandios masiv montan din toate sectoarele geografice ale Carpaților românești. Originalitatea sa constă în existența unor spectaculoase creste alpine care depășesc 2000 de m înălțime și un relief sculptural în care s-au imprimat urmele a două mari glaciații. Parcul Național Retezat s-a înființat în anul 1935. În 1979 a primit şi statutul de Rezervație a Biosferei. Cuprinde douăzeci de vârfuri de peste 2000 m și peste 80 de lacuri glaciare între care Lacul Bucura care este cel mai mare lac glaciar din țară şi lacul Zănoaga cel mai adânc lac glaciar din ţară. Parcul este renumit pentru diversitatea floristică și faunistică adăpostind aproape 1.190 specii de plante superioare 90 taxoni endemici 130 de plante rare sau vulnerabile 50 specii mamifere 168 specii de păsări 9 specii de reptile 5 specii amfibieni. Se încearcă adăugarea şi în lista patrimouniului mondial Unesco.
Parcul Naţional Retezat este unul dintre ultimele colţuri neatinse de evoluţia omului."
474. Parcul natural Comana,Comana GR,E la distanţă aproximativ egală între Bucureşti şi Giurgiu. Cuprinde Rezervaţia Ştiinţifică de ghimpe (Ruscus aculeatus) Rezervaţia Ştiinţifică de bujor (Paeonia peregrina) şi Balta Comana (rezervaţie naturală şi zonă de protecţie avifaunistică).
475. Păstrăvăria de la Albota,Arpaşu de Sus SB,La 55km de Sibiu
476. Pasul Tihuţa,Piatra Fântânele BN,"Pasul Tihuța (denumit și Pasul Bârgău) este localizat în sud-estul Munților Bârgău la o altitudine de 1227 m. Este străbătut de Drumul european E58 / drumul național DN17 principala cale de legătură dintre Transilvania și Moldova care asigură legătura între Bistrița și Vatra Dornei. Este una dintre cele mai dificile trecători rutiere montane europene. În pasul Tihuța se găsește stațiunea turistică Piatra Fântânele (1201 m). Aici se află Complexul Dracula.
Consiliul Județean Bistrița-Năsăud a aprobat construirea unei cruci înalte de 30 m în valoare de 250.000 euro în curtea mănăstirii de maici Nașterea Maicii Domnului din localitatea Piatra Fântânele din Pasul Tihuța.
 După ce ieşi din pădurile bistriţene ochiul e încântat brusc de deschiderea locurilor bucovinene."
477. Peştera Bolii,Petroşani HD,Peștera este situată în partea de nord orașului Petroșani la 6km de acesta pe drumul ce leagă Valea Jiului de Țara Hațegului. Peștera începe acolo unde Pârâul Jupâneasa se pierde în pachetul de calcarele jurasice printr-un portal spectaculos de 20 m la baza și 10 m înalțime. Galeria principală a peșterii este în general de mari dimensiuni pe alocuri lărgindu-se în adevarate săli spațioase. Formațiuni de scurgere apar în locurile înalte și pe tavanul galeriei. Pe o lungime de 466 m galeria coboara dor 3 m. La eșire din peștera pârâul poartă numele de Galbina. Prin anii ´60 peștera a fost amenajată cu poduri de trecere peste pârâu dar ele au fost distruse în timp. Peștera a fost abandonată până de curând când speologii locali de la Asociația PETRO-AQUA au trecut la reamenajare. Au fost montate podețe care ușurează parcurgerea întrgului gol subteran fără pericol.
478. Peștera Cizmei,Uibăreşti HD,Peştera Cizmei s-a dezvoltat pe versantul drept al Cheilor Ribicioarei şi a fost declarată rezervaţie naturală speologică adăpostind formaţiuni stalagmitice depozite paleofaunistice şi desene rupestre neolitice. Face parte din Rezervaţia naturală speologică Cheile Ribicioarei şi Uibăreştilor.
479. Peştera Coiba Mare,Casa de Piatră AB,Zona Munţilor Apuseni / Munţii Bihor. Rezervația naturală Coiba Mare. Coiba Mare este o peșteră situată la aproximativ 300 de metri de cătunul Casa de Piatră. La fundul dolinei îşi face apariţia cea mai mare gură de peşteră din Munţii Bihor: are o lăţime de 74 m şi o lăţime de 47 m. Lungimea totală a tuturor galeriilor acestei peşteri depăşeşte 4 km. Imediat după intrare urmează o sală mare o galerie care intră într-o altă galerie mai spaţioasă cu un curs subteran. După ce se ajunge la cursul subteran al văii Gărdişoara avansarea este greoaie din cauza lacurilor şi cascadelor. Şi după încă 386 de metri galeria se termină cu un sifon. Apa înghiţită aici reapare la Izbucul de la Tăuz. Din sala mare sunt mai multe galerii care ne duc la etaje superioare fiindcă lungimea totală a peşterii este de 5050 m. Peştera poate fi vizitată pe tot parcursul anului însă este recomandat ca vizitatorii să fie unii experiementaţi să aibă asupra lor surse de iluminat (eventual lămpi de carbid) echipament specializat pentru speologie şi să fie evitate perioadele ploioase sau cele în care debitul râului Gărdişoara este mare deoarece în aceste momente pasajele strâmte sunt adeseori inundate sau blocate iar imposibilitatea ieşirii din peşteră până la ape mai mici devine foarte probabilă. După ce se iese în potecă se mai urcă pe firul văii aproximativ 400 m unde poate fi descoperită Peştera Coiba Mică. Aici la un perete apa Gărdişoarei se pierde în totalitate printr-o cascadă înspumată.
480. Peştera cu oase,Anina CS,"Peştera cu oase este un sistem de 12 galerii carstice situat în regiunea carstică a Văii Minișului în apropiere de orașul Anina județul Caraș-Severin. Aici au fost descoperite în 2002 cele mai vechi rămășițe din Europa ale omului modern. Fosilele provenind de la trei indivizi (numiți de cercetători ""Oase 1” ""Oase 2” și ""Oase 3”) au fost datate la o vechime de 35.000 de ani sau 40.500 folosind date calibrate. Vechi de 35 000 de ani sunt şi oasele femeii din Peştera Muierilor Baia de Fier Gorj aşadar în România avem dovada primilor oameni moderni!"
481. Peştera Dâlbina,Sălciua AB,Peştera Dâlbina se află în rezervaţia naturală Vanatarile Ponorului în uriaşa dolină Vânătara care are aspect de pâlnie cu adâncimea de 80 m. Aici converg apele pâraielor: Valea Seacă Valea Ponorului şi Valea Poienii şi dispar în peştera Dâlbina şi reapar în peştera Huda lui Papară. În perioade ploioase pe fundul dolinei ia nastere un lac. Gura peşterii este inaccesibilă.
482. Peştera Dâmbovicioara,Dâmbovicioara AG,Peștera Dâmbovicioara este situată în partea de sud a Masivului Piatra Craiului în versantul stâng al văii Dâmbovicioara (afluent al Dâmboviței) la 1 km nord de satul Dâmbovicioara județul Argeș. Peștera s-a format datorită acțiunii apelor pârâului Dâmbovicioara care au tăiat în calcarele de vârstă jurasică ale Masivului Piatra Craiului. Este o peșteră caldă cu o tempreatură de 10-12 grade și cu o umiditate moderată. Cascada Dâmbovicioarei se află la circa 500 m în amonte față de Peștera Dâmbovicioara.
483. Peştera de la Gura Defileului,Bran BV,"Valea Dâmbovicioarei versantul stâng masivul Piatra Craiului
Argeş; în bazinul hidrografic al Dambovicioarei se găsesc circa 50 de peșteri cele mai importante fiind Dâmbovicioara Peștera de la Gura Defileului Peștera Labirintului etc "
484. Peştera Focul Viu,Valea Seacă BH,"Peștera Ghețarul de la Focul Viu este una dintre peșterile aflate în Munții Bihorului. Este dispusă pe Valea Galbenă în apropiere de Vârful Piatra Galbenii și Vârful Cuculeul de Fier la o altitudine de 1.165 metri. Accesul la peșteră este posibil cu autoturismul pe drumul forestier Bălăleasa-Valea Seacă până la cantonul silvic din Valea Cetăților de unde  deplasarea se face pe jos (încă aproximativ 15 km). Se recomandă vizitarea peşterii în jurul prânzului când razele solare pătrund prin horn în peşteră. Pestera este formata din doua sali si se deschide la baza unui perete de calcar printr-o intrare joasa urmata de o galerie care coboara pâna în Sala Mare. Sala Mare care masoara 68 m în lungime si 46 m în latime adaposteste un bloc de gheata fosila – Ghetarul Focul Viu – cu un volum de 25.000 m3 al doilea ca marime dupa cel de la Scarisoara dar foarte probabil de aceeasi vârsta cu acesta. Pestera Focul Viu ca marime ocupa locul trei in randul ghetarelor subterane din tara. Accesul la pestera se face printr-o galerie pe o scara de lemn. "
485. Peştera Huda lui Papara (după Cheile Râmeţului),Sălciua AB,Peștera Huda lui Papară este peștera din Munții Trascăului care cumulează toate superlativele pentru această grupă montană și nu numai: cea mai lungă cea mai denivelată cea mai dificilă cu cea mai mare sală cu cea mai înaltă galerie cu cel mai lung curs subteran cu cel mai mare debit cu cea mai mare cascadă cu cea mai mare colonie de lilieci din Europa cu cele mai lungi și mai numeroase excentrite cu cel mai mare depozit de chiropterit din România.
486. Peştera Ialomicioara,Moroeni IL,"Aflată la 1600 m altitudine în imediata apropiere a Hotelului Peștera este unul din cele mai importante obiective turistice ale Bucegilor.  
Adâncimea porțiunii accesibile este de 400m. Deschiderea la intrare 15m. Peștera este în întregime electrificată iar accesul turiștilor se face pe scări de lemn.  
Găsim în ordinea parcurgerii:  
Sala ""Mihnea Vodă"": 115m lungime 15m lățime 10-25m înălțime  
Sala ""Decebal"": 300m lungime 10-15m lățime 3-10m înălțime  
Sala ""Maria"": 20m lungime 3-25 lățime 2-8m înălțime  
Sala ""La răspântie""  
Punctul ""La lacuri""  
Marea ""Grotă a urșilor"": 72m lungime 36m lățime 25m înălțime. Aici au fost găsite schelete ale ursului de peșteră  
Grota ascunsă cu stalactite și stalacmite
Sala ""La altar"" 
Între Sala Sf. Maria și răspântie înainte de podeț pe partea dreaptă e un topogan care urcă și printr-o strâmtoare intri în sala HADES sală descoperită de grupul de speologie HADES din Ploiești de la I.P.G. Această sală coboară vreo 20 metri e foarte mare și nu e accesibilă decât speologilor sau turiștilor echipați cu lanterne fiind neluminată. 
După Altar mai sunt 2 săli cam la același nivel din care printr-o strâmtoare triunghiulară de circa 50 de cm se coboară în nivelul activ al peșterii."
487. Peştera Labirintului,Limanu CT,"În apropiere de comuna Limanu la doar câțiva kilometri de Mangalia există o peșteră ciudată care nu a putut fi niciodată explorată în întregime. Legendele locale spun că peștera este o poartă către lumea de dincolo către împărăția morților. În urmă cu cîteva mii de ani peștera era folosită de preoții daci din cultul lui Zamolxis.    
 Și acum la aproape 200 de metri de intrare mai există altarul preoților păgâni. Cel care intră nu poate să nu remarce capul de om care este sculptat în calcar. Dar ceea ce aduce mister la Limanu este labirintul de peșteri care uneori fac imposibilă întoarcerea curioșilor. Drumurile se întretaie de mai multe ori uneori pământul se surpă acoperind intrarea folosită și deschizând o alta a cărei existență nici măcar nu putea fi bănuită.   
 Mulți sunt cei care au intrat și puțini sunt cei care au mai ieșit mai ales dintre cei care s-au încăpățânat să afle secretul peșterii. Se spune că însuși Zamolxis păzește intrarea pe tărâmul sacru pînă în ziua în care luptătorii daci se vor întoarce în patria lor.    
 La Limanu mai există oameni care-și aduc aminte de faptul că bătrânii lor le povesteau despre lanțul de peșteri că ar trece pe sub Dunăre până în apropiere de Varna. Și astăzi în serile calde de vară din fantinile oamenilor tisnesc roiuri de liliaci păsări care trăiesc doar în peșteri ceea ce îi face pe localnici să afirme că acestea trec și pe sub satul lor.    
 Și mai există o legendă în legătură cu peșterile ciudate. Se spune că din când în când din străfundurile pământului se aud niște vaiete stranii. Cei care le aud se opresc că hipnotizați și pornesc în urmărirea glasului asemeni însoțitorilor lui Ulise la glasul sirenelor. Este glasul paznicului porții se spune care îi ademenește pe cei neinițiați pe cei care din curiozitate săvârșesc o blasfemie intrând pe teritoriul stăpânit de Zamolxis.    
 Speologii însă au altă părere. Ei consideră că vaietul sinistru este făcut de vântul care străbate miile de galerii subterane și al cărui zgomot influențează psihicul uman.    
 Cu toate acestea indiferent de numărul imens de persoane care nu au mai iestit din peșteri de-a rândul secolelor niciodată nu s-a mai găsit vreo urmă a dispăruților că și cum aceștia ar fi reușit să treacă de poarta ce separă cele două lumi. În acest caz ce s-a întâmplat cu ei? Să fii ajuns oare ofrande ale zeilor păgâni setoși de sânge ce stăpâneau pe vremuri teritoriul țării noastre? Din păcate singurii care ne-ar putea spune ce e cu adevărat dincolo de peșterile de lângă Limanu nu s-au mai întors. Secretul acelor locuri e păzit strașnic. Ccoordonatele sunt de la localitatea apropiată."
488. Peştera Liliecilor (Cheile Bistriţei Vâlcene),Bistriţa VL,Nu departe de Mănăstirea Bistriţa la intrarea în Parcul Naţional Buila Vânturariţa. De la drumul forestier ce urcă de-a lungul râului se va face o cărare pe deal la stânga. Urcaţi treptele şi acolo e intrarea în Peşteră.
489. Peştera Muierilor,Baia de Fier GJ,"E pe teritoriul administrativ al comunei Baia de Fier ocupând versanţii de la 1 km nord de Baia de Fier în Cheile Galbenu.  Intrarea în peşteră se află la 45 m deasupra talvegului râului Galbenu în sectorul de chei al acestuia. Peştera a fost populată încă din epoca neolitică are o întindere de 7000 de metri pe 4 nivele orientarea geografică a întregului sistem de galerii este nord-nord-vest sud-sud-est axată pe direcţia unei linii de fractură.

Importanţa acesteia constă în conservarea istoriei vremii: oameni din paleolitic unelte de piatră şi os vârfuri de suliţe etc. A fost declarată şi monument al naturii în anul 1955. Este singura peşteră din ţară care dispune de o sală cu pereţii şi planşeul complet concreţionat cu carbonat apatit. La toate acestea se adaugă şi fauna cavernicolă bine reprezentată aceasta este una din cele mai reprezentative peşteri din zonă. Dovada numărul mare de turişti ce o vizitează pentru valoarea ei ca monument al naturii dar şi cu un mare capital cultural deosebit.

În 2002 s-au găsit oasele unei femei cu o vechime de 35 000. Ori aceastea ori cele din Peştera cu oase (Caraş Severin) sunt cele mai vechi oase ale omului modern din Europa aşadar România deţine dovada celui mai vechi om din Europa!

La baza denumirii Peşterii Muierilor se află două legende:
Prima spune că în trecutul istoric atunci când bărbaţii în putere plecau să apere ţara de năvălitori femeile luau în grabă copiii şi bătrânii pentru a se adăposti în peştera pe atunci numai de ei ştiută; ei rămâneau ascunşi până la trecerea urgiei.

A doua versiune susţine că denumirea de Peştera Muierilor ar veni de la faptul că în zilele uscate de secetă femeile se aşezau să toarcă la gura cavitătii unde aerul ce răbufnea din interiorul ei le-ar fi uşurat mult munca de răsucit a firului. Unii susţin că obişnuiau să pătrundă chiar şi mai spre interior în gururile cu apă unde puneau inul şi canepă la înmuiat.
Prima legendă are şanse mari să fie adevărată iar a doua e doar posibilă."
490. Peştera Polovragi,Polovragi GJ,"Legenda spune că peştera era cunoscută încă de pe vremea dacilor şi se spune că acolo se acundea Zamolxes zeu al dacilor. Din peşteră se spune că dacii puteau ieşi prin diverse tuneluri deasupra şi îşi luau inamicul prin surprindere. De altfel deasupra peşterii pe versant cam la 1000 de metri înălţime au fost descoperite ruinele unei cetăţi dacice datând din sec. II-I i. Chr. În dreptul peşterii cheile sunt foarte adânci; râul nu se vede de pe mal fiind ascuns şi de vegetaţie. La 800 de metri după peştera Polovragi după un pod se poate coborâ în albia râului. Versanţii sunt abrupţi iar apa curge iute printre stânci. Peştera mai a fost cunoscută ca fiind Peştera lui Barbonie din Polovragi.


Pestera este lungă fiind cartografiaţi aproximativ 27 km (conform spuselor ghidului). Merită văzuţi cei 900 metri electrificaţi. La fel ca în majoritatea peşterilor temperatura este constanta indiferent de anotimp (cam 10 grade) aerul este relativ umed şi fără curenţi."
491. Peştera Ponicova (Peştera Gura Ponicovei Peştera de la Gura Apei Peştera Liliecilor.),Dubova MH,Peşteră din Parcul Naţional Porţile de Fier (Defileul Dunării). Este cea mai mare pestera din Clisura Dunarii. Intrarea principala cea mai accesibila in pestera este situata in Cheile Ponicovei unde se ajunge din DN57 coborand pe langa podul de peste rau si continuand sa mergem pe vale pana intalnim intrarea in pestera. O alta intrare in pestera se afla la un nivel superior fata de prima dar este mult mai greu accesibila. Pestera prezinta o a treia intrare situata la nivelul actual al Dunarii la care se ajunge numai inaintand cu barca pe Dunare. Peştera Ponicova este săpată în versantul stâng al Dunării în Cazanele Mari în Ciucaru Mare.
492. Peştera Scărişoara,Gârda de Sus AB,Peștera Scărișoara sau Ghețarul de la Scărișoara adăpostește cel mai mare ghețar subteran din România. De aici îi vine și numele de Ghețar iar Scărișoara vine de la comuna Scărișoara situată 16 km mai jos de care aparținea administrativ în vremea când a fost botezată. Acum aparține de comunei Gârda de Sus județul Alba
493. Peştera Urşilor,Chişcău CJ,"Peştera a fost descoperită la 17 septembrie 1975 accidental când în urma unei dinamitări în cariera de marmură de la Chişcău s-a format o spărtură prin care a intrat pentru prima dată om în peşteră. Aici sunt 3 galerii: cea a Urşilor galeria Emil Racoviţă si Galeria Lumânărilor şi 4 săli: Sala Lumânărilor Sala Spaghetelor Sala Emil Racoviţă şi Sala Oaselor. Vizitarea peşterii începe cu galeria urşilor unde au fost găsite resturi scheletice ale ursului de cavernă (Ursus Spelaeus) dispărut de pe suprafaţa pământului de mai bine de 15000 de ani. Căi de acces: Pe DN-76 (Oradea-Deva) cu derivatie la km 86 în comuna Sudrigiu pe DJ-763 16km satul Chişcău. "
494. Peştera Vadu Crişului,Vadu Crişului BH,Peşteră şi cascadă în Apuseni. Acces uşor şi cu trenul şi auto până peste râul Criş iar de acolo pe jos. Peştera este amenajată şi interesantă cu scări de lemn. Apa vine din peşteră şi curge pe versant formând cascada. Cascada se varsă jos în Criş. Avem o intrare separată pentru Cascada Vadu Crişului.
495. Peștera Vântului,Șuncuiuș BH,"Zona Munţilor Apuseni. Peștera Vântului descoperită în anul 1957 reprezintă astăzi cel mai lung labirint subteran din România având o lungime totală de 47 km. Ea se află în Munții Pădurea Craiului în vecinătatea localității Șuncuiuș la periferia nordică a acestor munţi în defileul carstic omonim în bazinul hidrgrafic al Crişului Repede. Intrarea în Peştera Vântului este situată la vreo 2 km SE de localitatea Şuncuiuş în versantul stâng al văii Crişului Repede deasupra izvorului din Poiana Frânturii şi se deschide în Defileul Crişului Repede de-a lungul căruia se mai află încă două mari peşteri Peştera Ungurului şi Peştera de la Vadu Crişului precum şi numeroase alte cavităţi de dimensiuni mai modeste. Peştera Vântului se dezvoltă într-o stivă de calcare triasice organogene care se extinde pe aproximativ 20000 mp şi are o grosime de circa 200 m. Formate cu aproximativ 200 milioane de ani în urma aceste calcare sunt puternic diagenizate au o culoare cenusie şi în general sunt compacte dar pe alocuri prezintă fisuri umplute cu calcit sau argilă. Vegetatia şi fauna regiunii cuprinde o gamă variată de asociaţii de la specificul pădurii de foioase pâna la cel de păşune deschisă. Rocile calcaroase şi terenul arid creează în unele zone un habitat particular reflectat în compoziţia calitativă a florei şi într-o mare diversitate de specii de animale păsări sau vietăţi vertebrate ori nevertebrate unele dintre ele fiind adaptate în mod deosebit carstului stâncos. Regiunea aceasta şi peştera sunt incluse în Aria Naturală Protejată ""Peştera Vântului""."
496. Peştera Vântului,Şuncuiuş BH,"Este cea mai mare peșteră din România cu o lungime totală de 47 km.
Se află în partea nordică a Munților Padurea Craiului în defileul carstic cu acelaș nume. Din punct de vedere hidrografic peștera aparține bazinului Crișului Repede. Accesul se poate face fie pe drumul asfaltat DJ 764C 11 km de la DN 1 (E60) fie pe calea ferată (stația CFR Șuncuiuș). Intrarea naturală în Pestera Vântului este situată la cca. 2 km SE de localitatea Șuncuiuș în versantul stâng al văii Crișului Repede deasupra izvorului din Poiana Frânturii. Deoarece galeria de acces era foarte strâmtă și greu accesibilă a fost blocată și s-a deschis o intare artificială cațiva zeci de metri distanță la nivelul activului.

Condiţii de vizitare: În anul 2003 în cadrul unui proiect Phare CSA a deschis oficial un traseu turistic în peșteră. Lungimea acestuia măsoară 730. Vizitarea se poate face numai cu insoțire din partea clubului custode."
497. Petroşani,Petroşani HD,"Istoria orașului Petroșani începe undeva pe la 1640 unde douăzeci de iobagi din Petros pot fi considerați primii locuitori care apar în documentele vremii ai acestui ținut. În 1840 încep primele exploatări în suprafață ale zăcămintelor de cărbuni simultan la Vulcan Petroșani și Petrila iar în 1845 apar migrații masive ce vizează mineri germani în mare parte din Bucovina dar și din restul Transilvaniei.
Punct de plecare spre Vârful Parâng şi staţiunea montană de schi."
498. Piatra Craiului,Zărneşti BV,"Masivul Piatra Craiului (germană Königstein) adeseori Munții Piatra Craiului doar Piatra Craiului sau chiar Crai este un lanț muntos calcaros aflat la sud-vestul Carpaților Orientali dar care aparține lanțului Carpaților Meridionali găsindu-se în nord-estul acestora. Din punct de vedere structural morfo-geografic masivul se împarte în trei mari părţi:
-Piatra Craiului Mică cu altitudinea maximă de 1.816 metri despărţită de restul masivului prin Şaua Curmăturii.
-Piatra Craiului Mare cu înăţtimea maximă de 2.237 metri cuprinsă între Şaua Curmăturii şi Şaua Funduri.
-Pietricica cu altitudinea de 1.764 care constituie extinderea sudică a masivului până în bazinul Dâmbovicioarei. Trebuie să fiţi foarte atenţi şi la vânturile din zonă care au o frecvenţă şi intensitate considerabile. În special creasta Pietrei Craiului este expusă permanent acţiunii nemiloase a vînturilor. Direcţia acestora este predominant de la nord-vest la sud-est fenomen care influenţează depunerea zăpezii în coroanele copacilor.
Piatra Craiului este un munte deosebit de noros nebulozitatea locală exprimându-se în circa 200 de zile noroase pe an. Este şi ploios cele mai bogate precipitaţii căzând în luna iulie.
Craiul este acoperit de zăpezi din noiembrie până în aprilie iar zonele cu avalanşe frevente sunt: Valea Mărţoiului Valea Funduri Valea Cheii. Muntele oferă un total de 33 trasee turistice care acoperă toate gradele de dificultate dintre care 21 sunt trasee turistice principale iar 7 sunt destinate doar alpiniştilor experimentaţi."
499. Piatra Neamţ,Piatra Neamţ NT,Oraş aflat într-o depresiune intra-montană la ieşirea Bistriţei din munţi. Orașul a cunoscut o dezvoltare economică remarcabilă după 2005 lucru care se vede peste tot în oraş şi împrejului oraşului. O telegondălă de aproximativ 2 kilometri funţionează până pe Cozla (cota Trei Coline). Aici este amenajată iarna o pârtie de schi cu nocturnă. Oraşul are un farmec aparte prin combinaţia culturii locale şi a cadrului natural deosebit.
500. Piatra secuiului,Râmetea AB,Muntele Piatra Secuiului prin poziţia şi mărimea lui face ca timp de câteva săptămâni pe an din Râmetea să pară că soarele răsare de două ori. Traseul cruce albastră duce din sat (550m) până sus şi durează 15-2 ore iar priveliştea din vârf (1129m) este ameţitoare. De acolo se vede şi Castelul Colţeşti. Satul Râmetea a fost construit de minerii germani aduşi aici să extragă fier. Avem intrare separată pentru satul Râmetea.
501. Pietrele Scorilo,Poiana Mărului CS,"Denumită de localnici ""Pietrele Scorile” zona pare a fi fost locul de vânătoare preferat de daci. Pe traseul turistic Muntele Mic – Poiana Mărului pe valea Scorilo legenda spune că ar fi îngropat acolo regele dac Scorilo tatăl lui Decebal (la Sarmizegetusa s-a descoperit celebra inscripţie ""Decebalus per Scorilo”). Pietrele Scorile Cleanţul Scorilo Cioaca (Creasta) Scorilo sunt nume din timpul dacilor care au rămas şi s-au transmis peste veacuri împreună cu credinţa că ar exista o comoară a regilor daci în această zonă. Ciobanii din partea locului spun că în stânca lui Scorilo cu un perete drept se găseşte undeva în centru la o distanţă de 40 m de la poale şi 40 m de la culme o peşteră unde este ascunsă o comoară. Locul ar fi marcat de prima rază de soare ce-şi trimite lumina peste creasta numită Buza Nedeii şi cade pe mijlocul peretelui la răsăritul soarelui în ziua de 21 iunie ziua solstiţiului de vară."
502. Pietrosul Rodnei,Borşa MM/BN,Vârful Pietrosu este cel mai înalt pisc muntos din Munții Rodnei cu 2.303 metri. De asemenea este cel mai înalt vârf din întregul lanț al Carpaților Orientali fiind împărțit între județele Maramureș și Bistrița Năsăud
503. Pivniţele Rhein&Cie (Azuga),Azuga PH,"""Pivniţele Rhein & Cie Azuga” nume predestinat venind de la faimoasele plantaţii viticole române de pe malurile Rhinului erau până în 1945 ""Furnisorii Curţii Regale a României” statut recuperat în anul 2006 când Cramele Halewood au primit certificatul de furnizor al CMSRM I al României. Pivniţele RHEIN Azuga au fost construite în 1892 de către Wilhelm Rhein – descendentul unei familii germane stabilite de peste 500 ani în zona Brașovului și care a adus în România metoda tradiţională de producţie a șampaniei. Pivniţele Rhein reprezintă cea mai veche ""locaţie” unde se produce fără întrerupere încă din 1892 vinul spumant după metoda tradiţională (metoda Champenoise). Halewood este prima companie care a oferit turiștilor posibilitatea de a vizita o cramă funcţională din dorinţa de a veni în întâmpinarea celor care vor să regăsească atmosfera autentică a unei fabrici de vin spumant care impresionează atât prin arhitectura proprie cât și prin frumuseţea domeniului pe care este situat.

Program de degustare:
Luni - Duminica 08:30 AM - 04:30 PM
Pentru zilele de Sambata si Duminica este nevoie de o rezervare prealabila (+40 748 213 164 diana.binder@halewood.com.ro)."
"504. Plaja Vadu ",Vadu CT,"Ultima plajă de pe litoral înainte de a intra în Delta Dunării. Este la nord de Corbu şi este o plajă neamenajată. Lumea o descrie ca fiind ""noua Vamă"". Din sat până la plajă sunt câţiva kilometri de drum betonat care trece iniţial pe lânga fosta Intreprindere de Metale Rare. Când te apropii de dunele ce prevestesc apropierea plajei drumul oferă alternative. Bifurcaţia ce duce la stânga merge spre Canalul 2 şi apoi Jurilovca fiind traseul pe uscat spre Gura Portiţei (aproximativ 27 de km) - atenţie că drumul e cu nisip şi uneori este mai afânat chiar dacă din când în când îl calcă un utilaj cu şenile. Venit la Vadu îţi recomand să ai apă pe plajă singurele surse de apă fiind în sat (sunt magazine). Îţi recomand ca până la ora 17.00 să procuri lapte proaspăt de la localnici."
505. Planul inclinat (Şiclăul),Covasna CV,"Situat la marginea orașului Covasna (Văii Zânelor) Planul Înclinat este o construcție tehnică pentru a eficientiza transportul vagoanelor cu lemne și nu foloește nicio sursă de energie ci doar forța gravitațională. Principiul este simplu: doua vagoane sunt legate cu un cablu ce trece printr-un punct ridicat al pantei printr-un scripete. Vagonul greu se duce la vale încărcat iar prin intermediul cablului este tras la deal în locul de unde a plecat cel încărcat. Functioneaza din 1889 inaugurarea oficiala a avut loc in 1890. Macheta acestui monument tehnic exceptional a fost prezentat la expozitia universala din 1896.
http://www.ropedia.ro/obiective/Covasna/Covasna/Planul_Inclinat/"
